glean_id,glean_date,glean_text,glean_type,glean_location,invoice_id,canonical_vendor_id
3acf9fc5-91ad-4763-b611-7d6a08b97fc0,2020-09-22,Line items from vendor cad612ff-ce54-42e0-99f0-378b05b0ad4cin this invoice cover future periods (through 2021-09-21),accrual_alert,invoice,5a7fc6e9-acb9-44cc-9ddd-af60c1ba0c54,cad612ff-ce54-42e0-99f0-378b05b0ad4c
6aedc17d-6646-4559-91d5-b3136be514f3,2020-05-15,Line items from vendor 982c44ce-08fc-4abb-8191-e80dd5cb7782in this invoice cover future periods (through 2021-07-23),accrual_alert,invoice,acbec87b-a395-4add-86c6-2ab2ab7aafda,982c44ce-08fc-4abb-8191-e80dd5cb7782
a5ae921e-db80-407d-bcb9-b6a142654817,2019-02-01,Line items from vendor a96c5d60-7df0-4360-b714-02ef221e4bd0in this invoice cover future periods (through 2020-03-31),accrual_alert,invoice,5d98f736-aaa2-4025-89b7-6428f9e18a58,a96c5d60-7df0-4360-b714-02ef221e4bd0
a0dfafc9-17df-4b74-bce4-09d8c13ebe1b,2019-03-25,Line items from vendor e7f597e5-0d7b-4192-a7d8-60d0b3b4115ein this invoice cover future periods (through 2019-06-30),accrual_alert,invoice,af77dd46-1ac3-414c-9aa6-c7a6e9f2dd7c,e7f597e5-0d7b-4192-a7d8-60d0b3b4115e
d4370c71-5062-47c9-89c8-b649f847d07e,2020-11-15,Line items from vendor 37a1712d-f876-4282-9221-57b13e19dc9cin this invoice cover future periods (through 2021-02-14),accrual_alert,invoice,263242f8-ce37-419a-adec-ac71ed8a1564,37a1712d-f876-4282-9221-57b13e19dc9c
206a0769-ad07-4181-bde6-dc1e54dffc6f,2020-10-08,Line items from vendor 24948ce5-3a98-4911-80ed-3cf0d6e997e3in this invoice cover future periods (through 2021-10-05),accrual_alert,invoice,64289ae6-8372-4828-a5cc-9d9ecf59d29b,24948ce5-3a98-4911-80ed-3cf0d6e997e3
24d30941-849f-462b-8865-9d26ad10e9e7,2020-04-01,Line items from vendor 44ae301b-5ff0-4152-9481-9111527db8bein this invoice cover future periods (through 2021-02-28),accrual_alert,invoice,17b281e7-0f30-40c6-a2fd-1719c2568326,44ae301b-5ff0-4152-9481-9111527db8be
6b541586-847c-488d-b46e-3cb0e11c383e,2020-07-08,Line items from vendor c2718d64-1501-499a-81c0-31c84c551293in this invoice cover future periods (through 2021-06-29),accrual_alert,invoice,e22dd3bb-ac84-49c4-a29d-61a11968bfcb,c2718d64-1501-499a-81c0-31c84c551293
eac4d40f-b987-4c6f-a0ed-dc2ce8ac7844,2020-02-25,Line items from vendor 1e71abd5-41e3-488d-bb1c-9e48f3790846in this invoice cover future periods (through 2020-07-24),accrual_alert,invoice,aff87384-dc7d-4c76-8055-1c1470c38b45,1e71abd5-41e3-488d-bb1c-9e48f3790846
f584caa4-645b-44f9-93ad-acf01ac1b59c,2020-04-14,Line items from vendor fea365d4-8012-4dfa-a1f8-76a281bcf61fin this invoice cover future periods (through 2021-02-14),accrual_alert,invoice,3a9a65fd-5055-4d7d-b253-8c9ad0f3939e,fea365d4-8012-4dfa-a1f8-76a281bcf61f
dbd6ced1-3edd-4c19-9834-0520f2e781c2,2019-07-01,Line items from vendor c4f17ca4-2a0f-4141-b39b-a8862dc1dfdain this invoice cover future periods (through 2019-09-30),accrual_alert,invoice,97413a14-32ea-46cd-bb57-0ce495d0fe9e,c4f17ca4-2a0f-4141-b39b-a8862dc1dfda
86883e00-c580-44d7-88c3-8b9bd5a0d50a,2020-06-26,Line items from vendor c2718d64-1501-499a-81c0-31c84c551293in this invoice cover future periods (through 2021-06-29),accrual_alert,invoice,e4affcd2-135e-489f-ab4a-b7fe6dd271b9,c2718d64-1501-499a-81c0-31c84c551293
d71170c6-f4f3-4762-8e2b-7242ed9bd498,2020-04-30,Line items from vendor aaf161af-1b36-4c8a-a622-6ba062853874in this invoice cover future periods (through 2021-01-31),accrual_alert,invoice,fd3222d0-3dd9-488f-96b0-ae9baae3a32d,aaf161af-1b36-4c8a-a622-6ba062853874
3b7c029d-246a-4bc4-b897-99d6e158870a,2020-01-03,Line items from vendor 4fcbbc40-71cc-4aa8-84f2-32093f94bcb8in this invoice cover future periods (through 2021-01-03),accrual_alert,invoice,b7498d8b-901d-459c-81d5-611b32a2dd49,4fcbbc40-71cc-4aa8-84f2-32093f94bcb8
26dd48eb-601b-468c-b19e-8210bb228948,2019-08-17,Line items from vendor 1d937e0f-683d-4958-9ebd-6c6156899afcin this invoice cover future periods (through 2020-08-16),accrual_alert,invoice,55053ebb-bd16-407b-a5b4-b36242dec399,1d937e0f-683d-4958-9ebd-6c6156899afc
3c1e0611-8062-4fbd-938e-eb21acada475,2020-06-10,Line items from vendor 8fe7675b-991f-43f3-8c04-c0d83771d781in this invoice cover future periods (through 2021-06-11),accrual_alert,invoice,a4d00b18-4082-41bf-82d5-b117cb56a4bd,8fe7675b-991f-43f3-8c04-c0d83771d781
23efb752-3c69-491d-8f30-00021244dd52,2020-06-30,Line items from vendor a96c5d60-7df0-4360-b714-02ef221e4bd0in this invoice cover future periods (through 2021-06-30),accrual_alert,invoice,eb3311ae-9cff-4ddc-a1e0-935c507d63f7,a96c5d60-7df0-4360-b714-02ef221e4bd0
230fa3ba-371b-4bef-beb4-d24b730e59d0,2020-04-24,Line items from vendor a5883740-aea5-4716-8f07-7b4765cb2385in this invoice cover future periods (through 2021-05-23),accrual_alert,invoice,ee0e1857-58ec-4633-8f6c-da155c38cf1e,a5883740-aea5-4716-8f07-7b4765cb2385
acf3dcd9-f27a-41f5-9446-da4b81da568a,2020-05-13,Line items from vendor 8e609532-e369-4bcb-b151-7c5d1fa2efebin this invoice cover future periods (through 2022-05-02),accrual_alert,invoice,7d7188a9-50b8-4441-91a7-b0fd569487d3,8e609532-e369-4bcb-b151-7c5d1fa2efeb
de44e093-6acb-4cad-bcb4-3fb37dba0eda,2019-09-17,Line items from vendor 260221ed-4b1e-4f0b-885c-62f4231d4bc1in this invoice cover future periods (through 2020-09-13),accrual_alert,invoice,dfafb347-8f6f-4b13-89d4-b53796c1861d,260221ed-4b1e-4f0b-885c-62f4231d4bc1
0bcdc33f-9f6c-473b-9a15-7844db1c5a40,2020-05-19,Line items from vendor e88017ef-b605-439f-b770-f69b4b4db327in this invoice cover future periods (through 2021-05-15),accrual_alert,invoice,09ddb9c2-99f9-4d2d-a46e-572e47748cdb,e88017ef-b605-439f-b770-f69b4b4db327
23c0adf9-3d95-4723-b1cb-6439fb04ac96,2019-11-03,Line items from vendor 7409fa50-fde9-4939-8efe-dc73cbd1e9c7in this invoice cover future periods (through 2020-10-31),accrual_alert,invoice,38387286-1034-4580-881b-b63be8b534a4,7409fa50-fde9-4939-8efe-dc73cbd1e9c7
228e7c00-56f3-41a6-86b2-88f78d8cdc97,2020-07-21,Line items from vendor acf227bd-5e7b-45bc-84c9-f1cf959bd450in this invoice cover future periods (through 2021-07-21),accrual_alert,invoice,69ffc674-31c3-4bc8-8c39-a0e8af264db3,acf227bd-5e7b-45bc-84c9-f1cf959bd450
d39871b6-ecca-470b-b35b-c958fb8d3e6a,2019-11-08,Line items from vendor 89e07175-feef-43ea-a989-f96ad4d52fc5in this invoice cover future periods (through 2020-03-28),accrual_alert,invoice,452c335f-7874-47ba-9782-52d0f35dae9f,89e07175-feef-43ea-a989-f96ad4d52fc5
3949d855-c59c-4a69-a867-6ca6b4834f9a,2020-07-22,Line items from vendor da721a36-1290-4312-9d76-557c19c5736ein this invoice cover future periods (through 2021-07-07),accrual_alert,invoice,9128256b-fa75-4f25-8b74-1a18a8c46282,da721a36-1290-4312-9d76-557c19c5736e
6d0586c5-9fa9-41f2-bbae-5b3a937dda85,2020-06-24,Line items from vendor 89e07175-feef-43ea-a989-f96ad4d52fc5in this invoice cover future periods (through 2021-03-28),accrual_alert,invoice,61ca7da2-ba4d-4ff5-84a2-c80fb4318ffa,89e07175-feef-43ea-a989-f96ad4d52fc5
bfb067c1-c2b7-4b11-a28e-2161f048ef06,2020-03-30,Line items from vendor 89e07175-feef-43ea-a989-f96ad4d52fc5in this invoice cover future periods (through 2021-03-28),accrual_alert,invoice,679dcf8f-b85a-4fed-8a87-06011ee08090,89e07175-feef-43ea-a989-f96ad4d52fc5
a42f37ab-a8dc-49e1-9b66-65c29f8988b7,2020-10-14,Line items from vendor dc885256-e806-4a7a-bd68-37b1eed72643in this invoice cover future periods (through 2021-08-08),accrual_alert,invoice,c09b2258-a2cd-4b70-9830-b49238bf7dd1,dc885256-e806-4a7a-bd68-37b1eed72643
1f6518b2-268d-44e7-bbe7-829e8a10bb69,2018-11-21,Line items from vendor 3d2e310c-a166-42e6-a6d8-fe28f38acbd7in this invoice cover future periods (through 2019-11-21),accrual_alert,invoice,ac65785f-8d0b-48ee-beac-4a0873e03a3b,3d2e310c-a166-42e6-a6d8-fe28f38acbd7
17e579af-d1a6-432e-b68f-584d99819a7b,2020-08-01,Line items from vendor 089685a6-ecec-44ab-bfdf-b2ccb5182382in this invoice cover future periods (through 2021-07-31),accrual_alert,invoice,ecfcf505-d399-4aec-86d7-03531cad20e8,089685a6-ecec-44ab-bfdf-b2ccb5182382
c5720981-5af1-4086-a4e3-406b71bddad6,2020-09-13,Line items from vendor cc0456d5-4005-4b17-9b7b-4723a4cdc078in this invoice cover future periods (through 2021-04-12),accrual_alert,invoice,173cfc9c-cd9f-4d8b-b4e0-26ca28f270db,cc0456d5-4005-4b17-9b7b-4723a4cdc078
afa103b8-c6bb-4daf-a44e-97f0e6077590,2019-02-13,Line items from vendor a96c5d60-7df0-4360-b714-02ef221e4bd0in this invoice cover future periods (through 2019-08-31),accrual_alert,invoice,a1ca2d7a-24f3-4ebc-a5db-3d5da4714017,a96c5d60-7df0-4360-b714-02ef221e4bd0
9ca63d13-c3d0-479c-99c5-94989b631b39,2020-03-05,Line items from vendor d483720f-0139-4769-85e5-fc73346d887ain this invoice cover future periods (through 2020-09-01),accrual_alert,invoice,e0b90c0e-534a-44db-b39e-2bb4365867b5,d483720f-0139-4769-85e5-fc73346d887a
26211d49-175f-48da-a9b8-2f19cc6cb011,2020-09-01,Line items from vendor a96c5d60-7df0-4360-b714-02ef221e4bd0in this invoice cover future periods (through 2021-06-30),accrual_alert,invoice,4de21599-b5a5-4bfe-858d-3d21e6647183,a96c5d60-7df0-4360-b714-02ef221e4bd0
9c1adfcf-a91a-4fe8-bae8-5d3b3ac9b711,2020-03-06,Line items from vendor 8f3ae183-3da9-4113-b432-e559dcba8f1cin this invoice cover future periods (through 2021-03-05),accrual_alert,invoice,c11b6d8b-b91e-4c15-9339-a56bb48a31d9,8f3ae183-3da9-4113-b432-e559dcba8f1c
5bef1a7e-44ab-4986-992d-91ea85a825af,2020-09-30,Line items from vendor 4f4cbe2c-c5e1-4e3e-b587-16fa13db6658in this invoice cover future periods (through 2021-09-30),accrual_alert,invoice,6466a44c-8f5b-41b4-9eec-f76f505c2cb6,4f4cbe2c-c5e1-4e3e-b587-16fa13db6658
458b6105-f929-4fae-815a-3c3607628ecd,2020-03-24,Line items from vendor 1e71abd5-41e3-488d-bb1c-9e48f3790846in this invoice cover future periods (through 2020-07-24),accrual_alert,invoice,2066d339-2da0-4139-9a08-bfab58357ed9,1e71abd5-41e3-488d-bb1c-9e48f3790846
6b4c8662-5175-4852-8e1c-3d787d0ac821,2020-03-01,Line items from vendor 35c065e2-87fa-4c57-b0b8-c7843433b791in this invoice cover future periods (through 2021-03-01),accrual_alert,invoice,7395694c-dc66-45d3-aad0-99d5cc6ddae4,35c065e2-87fa-4c57-b0b8-c7843433b791
9c560b45-ecbe-469b-b2e3-b5140ac0269e,2020-04-30,Line items from vendor 3868ba1e-df06-4cdf-8445-3ff788ef6085in this invoice cover future periods (through 2020-08-19),accrual_alert,invoice,cf33c145-9170-497e-82d4-2a55476f8d46,3868ba1e-df06-4cdf-8445-3ff788ef6085
e33dd0e1-c235-4a25-930f-b0873c80e7d3,2020-11-03,Line items from vendor 5c178016-5623-467f-9129-5dc77ef65d2ain this invoice cover future periods (through 2021-11-14),accrual_alert,invoice,8b19d4f0-c43c-4dfc-91f5-c7fd5a559d74,5c178016-5623-467f-9129-5dc77ef65d2a
64b4ee1f-0b11-465f-8fa7-77902b89ec38,2020-09-01,Line items from vendor a96c5d60-7df0-4360-b714-02ef221e4bd0in this invoice cover future periods (through 2021-06-30),accrual_alert,invoice,10dd9391-fd91-4723-91bd-9ca824f91d8d,a96c5d60-7df0-4360-b714-02ef221e4bd0
e81f4d7c-4a0d-4e2e-9fb9-e39c14082682,2019-11-17,Line items from vendor 10eaea15-03c3-4d52-9120-9fa817ae4fd3in this invoice cover future periods (through 2020-05-16),accrual_alert,invoice,bea0bb57-1e1b-4e4a-b2e1-e72a20ac50eb,10eaea15-03c3-4d52-9120-9fa817ae4fd3
e0cc5dfb-132f-4029-8141-bff2b5233a6a,2019-08-01,Line items from vendor 27184514-17c5-466d-9f68-e02253695bfain this invoice cover future periods (through 2019-10-31),accrual_alert,invoice,6b694a05-c771-44b6-bc06-d095053dbef8,27184514-17c5-466d-9f68-e02253695bfa
1b1f3ca7-b05c-457e-b2d6-880cb018444a,2020-09-22,Line items from vendor cc0456d5-4005-4b17-9b7b-4723a4cdc078in this invoice cover future periods (through 2021-03-12),accrual_alert,invoice,16153cba-71e0-4f04-bbeb-f860b2f67454,cc0456d5-4005-4b17-9b7b-4723a4cdc078
425caf31-6aba-4036-9c2a-308095d35fea,2020-01-22,Line items from vendor aaf161af-1b36-4c8a-a622-6ba062853874in this invoice cover future periods (through 2021-01-31),accrual_alert,invoice,5cba14df-bfbd-49b4-b856-5421eb588dac,aaf161af-1b36-4c8a-a622-6ba062853874
4cf0a609-e4b6-4c0b-8583-ed0d8526a54b,2020-09-01,Line items from vendor e7f597e5-0d7b-4192-a7d8-60d0b3b4115ein this invoice cover future periods (through 2020-12-31),accrual_alert,invoice,b8af2868-4a63-46cd-938b-0a5e3d796b88,e7f597e5-0d7b-4192-a7d8-60d0b3b4115e
4f1bc947-048f-4a4d-8e1a-c421fb2aa265,2020-12-01,Line items from vendor e7f597e5-0d7b-4192-a7d8-60d0b3b4115ein this invoice cover future periods (through 2021-03-31),accrual_alert,invoice,e2c6f056-2318-4590-aa6d-8c04b0dd5b58,e7f597e5-0d7b-4192-a7d8-60d0b3b4115e
32dc65b2-057a-4d1a-b6b2-b91d1b571461,2019-10-31,Line items from vendor f6a663c1-5ea2-4f62-b673-2372383e0a6cin this invoice cover future periods (through 2020-10-31),accrual_alert,invoice,4c2a3ed7-37db-4fcb-84c9-ba166a1cc707,f6a663c1-5ea2-4f62-b673-2372383e0a6c
dc69b7eb-0676-440f-86a5-f884e5fe0454,2020-11-02,Line items from vendor ecb100ed-3d01-4251-b872-b8ea8b3b05f2in this invoice cover future periods (through 2021-08-03),accrual_alert,invoice,3605e6e4-1de4-4d46-b760-3f455280b28e,ecb100ed-3d01-4251-b872-b8ea8b3b05f2
d967e2e0-2b3b-4eca-b8d7-155c9c3cc6a3,2020-05-15,Line items from vendor 10f69fbc-678c-4af1-8894-4f176c2b276cin this invoice cover future periods (through 2020-08-14),accrual_alert,invoice,ad18549c-3c82-46e6-8efe-df2af03666b1,10f69fbc-678c-4af1-8894-4f176c2b276c
6afeda8f-8121-4438-a98d-1d0ea50894f3,2019-12-26,Line items from vendor da721a36-1290-4312-9d76-557c19c5736ein this invoice cover future periods (through 2020-07-07),accrual_alert,invoice,bb3532a9-e04b-4efd-8069-47b31ef0d6f3,da721a36-1290-4312-9d76-557c19c5736e
6a0b13b2-db81-4d48-99b8-cd21c0b72285,2019-07-21,Line items from vendor a96c5d60-7df0-4360-b714-02ef221e4bd0in this invoice cover future periods (through 2020-06-30),accrual_alert,invoice,bee78f9f-2da0-4435-b84f-74720824a734,a96c5d60-7df0-4360-b714-02ef221e4bd0
036a840a-f739-4995-b2a8-613d356a0812,2020-07-01,Line items from vendor 44ae301b-5ff0-4152-9481-9111527db8bein this invoice cover future periods (through 2021-02-28),accrual_alert,invoice,8117ee79-1404-4622-b1be-1a1e88a595ff,44ae301b-5ff0-4152-9481-9111527db8be
7c5c4a50-4440-4fa2-9703-255fa3a37322,2019-02-18,Line items from vendor 1d937e0f-683d-4958-9ebd-6c6156899afcin this invoice cover future periods (through 2019-08-16),accrual_alert,invoice,b2238042-2cb1-473a-a5f1-1717fa2c72c2,1d937e0f-683d-4958-9ebd-6c6156899afc
92eef303-3836-4426-8f5e-1f966c7f21be,2020-07-08,Line items from vendor c2718d64-1501-499a-81c0-31c84c551293in this invoice cover future periods (through 2021-06-29),accrual_alert,invoice,09cb4640-54f9-436c-bbb5-94068608ea57,c2718d64-1501-499a-81c0-31c84c551293
36888b3d-a68b-4f1f-8c35-b0b67af2d3d4,2020-08-04,Line items from vendor ecb100ed-3d01-4251-b872-b8ea8b3b05f2in this invoice cover future periods (through 2021-08-03),accrual_alert,invoice,ad1bf448-397a-4562-9848-28308123aea6,ecb100ed-3d01-4251-b872-b8ea8b3b05f2
3134bca3-8f4a-40cf-95c8-19e06e052272,2019-08-31,Line items from vendor 3629f0a6-158e-4027-92c7-26806c316bc2in this invoice cover future periods (through 2020-04-30),accrual_alert,invoice,4b26c1c0-8487-4215-9375-3999292cb51c,3629f0a6-158e-4027-92c7-26806c316bc2
bd2cc234-3f64-4e14-8b4b-55eb441ff647,2020-04-02,Line items from vendor 1e71abd5-41e3-488d-bb1c-9e48f3790846in this invoice cover future periods (through 2020-07-24),accrual_alert,invoice,ac6fa991-b3f1-4776-8c38-2451f7bca8a4,1e71abd5-41e3-488d-bb1c-9e48f3790846
e721245d-2a75-48a7-838f-ba6ddf211014,2019-12-01,Line items from vendor a96c5d60-7df0-4360-b714-02ef221e4bd0in this invoice cover future periods (through 2020-06-30),accrual_alert,invoice,90d81ad1-aa68-4178-b85b-fa49bf1ce7df,a96c5d60-7df0-4360-b714-02ef221e4bd0
2d7ad641-b88b-4d97-bb9b-6b3bc94f7451,2018-10-31,Line items from vendor cbbee2fb-061a-40b0-ad51-94a8d286a0a4in this invoice cover future periods (through 2019-09-30),accrual_alert,invoice,abfcb3d9-75be-452a-8916-1e1a12fbb283,cbbee2fb-061a-40b0-ad51-94a8d286a0a4
4ae45738-aeea-4dde-b23a-cd4c81bae68a,2020-08-01,Line items from vendor 27184514-17c5-466d-9f68-e02253695bfain this invoice cover future periods (through 2020-10-31),accrual_alert,invoice,da462169-1a02-431b-af9c-aa4696aa12a2,27184514-17c5-466d-9f68-e02253695bfa
f8491d53-c9d8-4383-94e9-232d02d923b7,2019-05-15,Line items from vendor de14faf5-0fe0-4b6c-8309-e58510b625fdin this invoice cover future periods (through 2020-02-14),accrual_alert,invoice,7d15493b-d048-4b96-892c-aa1dc3c6ced1,de14faf5-0fe0-4b6c-8309-e58510b625fd
3ecdd3eb-a93c-47e9-950a-433a46c56117,2020-03-19,Line items from vendor c753ab1a-cd7b-4968-9a25-0f0471b0c882in this invoice cover future periods (through 2021-03-12),accrual_alert,invoice,42087639-a01a-4547-944f-b16f53fe52e0,c753ab1a-cd7b-4968-9a25-0f0471b0c882
40ca051e-0821-46a4-968c-252e8e2f0a9b,2020-03-19,Line items from vendor f4c5caa7-9d24-4345-b0bb-2818247fba84in this invoice cover future periods (through 2021-03-16),accrual_alert,invoice,a08abb1a-39d9-435d-835c-c1571c718d7f,f4c5caa7-9d24-4345-b0bb-2818247fba84
7d77733c-55aa-4aef-b54e-c3a9239718c3,2020-11-14,Line items from vendor 122c91c1-d193-4e6e-aae4-4c480aafec6ein this invoice cover future periods (through 2021-05-12),accrual_alert,invoice,74d9feeb-f573-4612-89a3-a928895e2dec,122c91c1-d193-4e6e-aae4-4c480aafec6e
f38b5fd5-2702-4d33-aa6d-b668e0a97876,2019-05-15,Line items from vendor 10f69fbc-678c-4af1-8894-4f176c2b276cin this invoice cover future periods (through 2019-08-14),accrual_alert,invoice,49507c1b-4756-402f-91d7-476ce19ae4b4,10f69fbc-678c-4af1-8894-4f176c2b276c
c2ae9d9c-ea29-430c-b9e0-a6bccc0f4728,2020-11-10,Line items from vendor 29565c48-872e-4a2a-a582-00dcdac573a1in this invoice cover future periods (through 2021-07-22),accrual_alert,invoice,6a9e1f8c-dc5d-473d-8c09-5a7e024634ad,29565c48-872e-4a2a-a582-00dcdac573a1
308064a1-40d4-4a9c-b520-03497b60cdda,2020-07-14,Line items from vendor c2718d64-1501-499a-81c0-31c84c551293in this invoice cover future periods (through 2021-06-29),accrual_alert,invoice,4bd68fa7-af7f-48be-817e-36a88247a2e2,c2718d64-1501-499a-81c0-31c84c551293
56894c14-3fa0-4ea4-8f87-dc8f482b8564,2020-02-01,Line items from vendor a96c5d60-7df0-4360-b714-02ef221e4bd0in this invoice cover future periods (through 2020-08-31),accrual_alert,invoice,4a5704ab-d6a4-47f9-8a11-04ca3d20dac8,a96c5d60-7df0-4360-b714-02ef221e4bd0
c7b4fac0-34fb-4427-90a8-9df78eb0bdca,2020-04-01,Line items from vendor e7f597e5-0d7b-4192-a7d8-60d0b3b4115ein this invoice cover future periods (through 2021-04-30),accrual_alert,invoice,59c0e792-673b-4bb7-84c3-722ed88dd3cb,e7f597e5-0d7b-4192-a7d8-60d0b3b4115e
a6eb6dd8-9c61-44a8-8b9e-4429693189db,2020-11-13,Line items from vendor 182d5da9-06c7-4df6-b88c-b31d7cdd249fin this invoice cover future periods (through 2021-11-11),accrual_alert,invoice,346b6d5d-6726-43b2-ae31-d7312e19614e,182d5da9-06c7-4df6-b88c-b31d7cdd249f
7b2b2e19-b09a-47e7-901a-76cbe67b1258,2020-08-01,Line items from vendor a96c5d60-7df0-4360-b714-02ef221e4bd0in this invoice cover future periods (through 2021-08-31),accrual_alert,invoice,470a9da5-a2b6-4d7d-85e3-120927ddab9f,a96c5d60-7df0-4360-b714-02ef221e4bd0
01fc1544-158a-4549-99b3-bdb7ba803a00,2020-10-24,Line items from vendor cc0456d5-4005-4b17-9b7b-4723a4cdc078in this invoice cover future periods (through 2021-02-22),accrual_alert,invoice,5100f845-ec42-4f1f-9998-f80a734aa121,cc0456d5-4005-4b17-9b7b-4723a4cdc078
aae77e14-4957-4473-868b-f8de9142d701,2019-07-03,Line items from vendor 6152f258-554d-4e4c-be58-1b47080b3e33in this invoice cover future periods (through 2020-06-30),accrual_alert,invoice,4b574214-9b43-4691-a21c-eaca137a5c50,6152f258-554d-4e4c-be58-1b47080b3e33
9aec3a86-25a2-4b23-bc32-4f8fa4217e92,2020-06-26,Line items from vendor 35c065e2-87fa-4c57-b0b8-c7843433b791in this invoice cover future periods (through 2021-01-25),accrual_alert,invoice,19f5d896-2fec-407f-bef5-0ffdf8ceb485,35c065e2-87fa-4c57-b0b8-c7843433b791
4c6631ee-0ead-440f-b75e-ac1fc9afbce5,2020-08-06,Line items from vendor 17ef937f-5818-446d-957d-6debb35dfe3ain this invoice cover future periods (through 2021-09-04),accrual_alert,invoice,c0c415b1-ad5f-45d6-ae36-e1e0af7fa6c9,17ef937f-5818-446d-957d-6debb35dfe3a
8e2a985e-eea5-4957-a58f-08cdb14b23b2,2019-06-12,Line items from vendor e7f597e5-0d7b-4192-a7d8-60d0b3b4115ein this invoice cover future periods (through 2019-09-30),accrual_alert,invoice,88c68599-3885-44e4-a86e-f04c6a67d01d,e7f597e5-0d7b-4192-a7d8-60d0b3b4115e
b4d49b04-5fd3-48fb-a92f-57ad617ee330,2019-03-31,Line items from vendor 0fe5f1a4-849a-4e7c-bb11-00e5e9d6cec0in this invoice cover future periods (through 2020-03-18),accrual_alert,invoice,44f7907f-f2c9-4ade-b5d5-a149668655d4,0fe5f1a4-849a-4e7c-bb11-00e5e9d6cec0
12d0ba57-3b11-4693-ab02-c7d1a39b9b85,2019-03-31,Line items from vendor 0fe5f1a4-849a-4e7c-bb11-00e5e9d6cec0in this invoice cover future periods (through 2020-03-18),accrual_alert,invoice,b7df0ff4-8123-4ae3-9ffc-6277fc9aab8d,0fe5f1a4-849a-4e7c-bb11-00e5e9d6cec0
058c0548-1d28-4c14-940f-50d8e99278d0,2020-01-24,Line items from vendor 1e71abd5-41e3-488d-bb1c-9e48f3790846in this invoice cover future periods (through 2020-07-24),accrual_alert,invoice,8aee1c4c-5297-455c-8424-a1dcb50f5966,1e71abd5-41e3-488d-bb1c-9e48f3790846
af22b64a-6b53-4855-bdcc-36869227b1d9,2020-08-01,Line items from vendor 089685a6-ecec-44ab-bfdf-b2ccb5182382in this invoice cover future periods (through 2021-07-31),accrual_alert,invoice,a205f7ca-d7ae-4c52-a6ac-8eb9e32a588f,089685a6-ecec-44ab-bfdf-b2ccb5182382
